연번,년도,구분,시도,시군구,설립주체,운영방식,개관년도,도서관명,주소,상세주소,전화번호,팩스,홈페이지,봉사대상지역,대출권수_어린이_총류,대출권수_어린이_철학,대출권수_어린이_종교,대출권수_어린이_사회과학,대출권수_어린이_순수과학,대출권수_어린이_기술과학,대출권수_어린이_예술,대출권수_어린이_언어,대출권수_어린이_문학,대출권수_어린이_역사,대출권수_청소년_총류,대출권수_청소년_철학,대출권수_청소년_종교,대출권수_청소년_사회과학,대출권수_청소년_순수과학,대출권수_청소년_기술과학,대출권수_청소년_예술,대출권수_청소년_언어,대출권수_청소년_문학,대출권수_청소년_역사,대출권수_성인_총류,대출권수_성인_철학,대출권수_성인_종교,대출권수_성인_사회과학,대출권수_성인_순수과학,대출권수_성인_기술과학,대출권수_성인_예술,대출권수_성인_언어,대출권수_성인_문학,대출권수_성인_역사,도서_국내_총류,도서_국내_철학,도서_국내_종교,도서_국내_사회과학,도서_국내_순수과학,도서_국내_기술과학,도서_국내_예술,도서_국내_언어,도서_국내_문학,도서_국내_역사,시설_도서관부지면적,시설_연면적,개관일수,행정구역코드,법정구역코드,AGE,총_국내도서권수,총_대출권수
105,2015,공공(일반),경기도,남양주시,지자체,직영,2012,남양주시퇴계원도서관,경기도 남양주시 도제원로,12,031-590-3910,031-590-8883,http://lib.nyj.go.kr/toegyewon/,남양주시,690,177,104,1393,2392,340,221,526,4646,1466,367.0,258.0,52.0,791.0,904.0,450.0,398.0,288.0,3855.0,702.0,4993.0,4540.0,2317.0,17063.0,11777.0,8186.0,3243.0,5536.0,49266.0,11750,4506,3678,2134,10890,5771,4601,3272,1952,24362,6509,1026.0,2893.0,363,31130,41360,4,67675,138691.0
106,2015,공공(일반),경기도,남양주시,지자체,직영,2010,남양주시평내도서관,경기 남양주시 평내동,605-1,031-590-8560,031-590-8559,http://lib.nyj.go.kr,평내동,644,208,208,1236,2236,365,342,652,4748,1459,266.0,235.0,50.0,617.0,959.0,230.0,263.0,187.0,3179.0,725.0,12678.0,9030.0,5306.0,35711.0,35201.0,12200.0,6496.0,16564.0,111518.0,31202,5227,3338,2290,15623,7231,4802,3053,2176,28846,8159,3172.0,6307.0,357,31130,41360,6,80745,294715.0
107,2015,공공(일반),경기도,남양주시,지자체,직영,2003,남양주시화도도서관,경기도 남양주시 화도읍 창현리,736-4,031-590-4587,031-590-4588,http://lib.nyj.go.kr/hwado/,경기도남양주시,244,35,49,191,420,65,44,83,1090,343,165.0,126.0,40.0,360.0,299.0,242.0,213.0,112.0,1617.0,251.0,7344.0,6052.0,3208.0,17744.0,11745.0,8045.0,5251.0,10647.0,69167.0,15141,7331,6363,4321,19521,8449,7586,6289,4673,44138,11454,596.0,2667.0,354,31130,41360,13,120125,160333.0
108,2015,공공(일반),경기도,남양주시,지자체,직영,2014,진접푸른숲도서관,경기도 남양주시 해밀예당2로,35 진접푸른숲도서관,031-590-5324,031-590-5329,http://lib.nyj.go.kr/jinjeopgw,남양주시,298,175,190,835,1181,196,163,606,2190,752,234.0,264.0,41.0,569.0,673.0,368.0,348.0,234.0,2678.0,3057.0,8502.0,5993.0,2176.0,22716.0,19028.0,8957.0,4214.0,18566.0,61395.0,13525,3571,2749,1390,8323,4167,3262,2263,1132,15173,3977,6663.0,5352.31,356,31130,41360,2,46007,180124.0
109,2015,공공(일반),경기도,동두천시,지자체,직영,2005,동두천꿈나무정보도서관,경기도 동두천시 지행로,38 (꿈나무 정보도서관),031-860-3281,031-860-2574,http://ddclib.net,동두천시,3294,3236,2269,9021,6062,3393,2500,2937,22044,4879,1411.0,1387.0,973.0,3866.0,2598.0,1454.0,1071.0,1259.0,9448.0,2091.0,7055.0,6935.0,4863.0,19331.0,12990.0,7271.0,5357.0,6295.0,47238.0,10454,5848,4167,1746,18455,13282,5028,3291,1964,53047,9738,1300.0,2019.0,304,31080,41250,11,116566,212982.0
110,2015,공공(일반),경기도,동두천시,지자체,직영,1996,동두천시립도서관,경기도 동두천시 상패로,60,031-860-3261/2,031-860-2568,http://city.ddclib.net,동두천시,2291,1524,826,12804,8552,1645,2474,1823,38685,6223,1570.0,2517.0,852.0,5387.0,610.0,3278.0,1958.0,968.0,16799.0,2726.0,3664.0,5873.0,1988.0,12570.0,1425.0,7649.0,4570.0,2259.0,39200.0,6363,9430,9534,5002,33904,11250,12833,9737,7361,75130,14710,3368.07,2670.5,352,31080,41250,20,188891,199073.0
111,2015,공공(일반),경기도,부천시,지자체,직영,2015,부천시립송내도서관,경기도 부천시 소사구 경인로92번길,25 (부천문화의집),032-625-4511,032-625-4519,www.bcl.go.kr,부천시 소사구,153,23,26,211,280,51,47,314,1047,217,13.0,17.0,6.0,61.0,13.0,41.0,18.0,22.0,175.0,27.0,52.0,70.0,25.0,259.0,52.0,172.0,77.0,93.0,747.0,116,922,1116,344,4357,1525,1286,967,1359,10378,2566,4302.0,3949.0,9,31050,41190,1,24820,4425.0
112,2015,공공(일반),경기도,부천시,지자체,직영,1985,부천시립심곡도서관,경기 부천시 소사구 심곡본동,성무로24,032-625-4581,032-625-4599,http://www.bcl.go.kr/,부천,662,671,408,3649,5849,778,396,4346,16156,5164,380.0,783.0,434.0,806.0,810.0,340.0,800.0,200.0,1035.0,720.0,2006.0,5001.0,1500.0,14001.0,1007.0,5003.0,2102.0,3110.0,30284.0,6676,4247,8785,5284,24076,8703,9160,6805,6558,51986,25364,3553.0,2450.0,292,31050,41190,31,150968,115077.0
113,2015,공공(일반),경기도,부천시,지자체,직영,2008,부천시립한울빛도서관,경기 부천시 소사구 소사본동,317-98(소사로 107),032-625-4670,032-625-4679,http://hanwoolbit.bcl.go.kr/,소사구,1893,1957,901,11839,17390,2329,1644,20629,44642,14197,371.0,601.0,120.0,1489.0,1692.0,854.0,498.0,1413.0,7197.0,1414.0,4070.0,5591.0,2193.0,14132.0,1825.0,11855.0,4643.0,3729.0,35620.0,7738,3011,4826,2550,15171,7344,6456,3681,3785,28973,7034,1392.0,3200.0,295,31050,41190,8,82831,224466.0
114,2015,공공(일반),경기도,부천시,지자체,직영,2010,부천시립꿈여울도서관,경기도 부천시 오정구 까치로,103 (꿈여울도서관),032-625-4688,032-625-4699,http://www.bcl.go.kr/,부천시 오정구,1338,1493,1083,5302,5105,2193,1389,17806,16083,5001,264.0,426.0,194.0,1445.0,1262.0,513.0,291.0,2321.0,5498.0,1442.0,3785.0,5633.0,2922.0,18182.0,10234.0,8503.0,3849.0,19374.0,49855.0,13274,2633,3508,1916,11086,5137,3874,3018,2570,22067,6214,1207.1,2338.0,295,31050,41190,6,62023,206060.0
117,2015,공공(일반),경기도,부천시,지자체,직영,2002,부천시립꿈빛도서관,경기도 부천시 원미구 신흥로275번길,19 (꿈빛도서관),032-625-4622,032-625-4639,http://www.bcl.go.kr/,경기도 부천시 원미구,2202,1440,694,12102,15467,2042,1285,30525,54300,14742,481.0,912.0,229.0,2534.0,380.0,1208.0,534.0,504.0,4963.0,980.0,4332.0,8210.0,2058.0,22809.0,3421.0,10872.0,4803.0,4534.0,44670.0,8819,6038,7833,4602,42084,11571,10736,6983,8036,58679,12271,6259.0,4055.0,292,31050,41190,14,168833,262052.0
118,2015,공공(일반),경기도,부천시,지자체,직영,1999,부천시립북부도서관,경기도 부천시 원미구 도당동,132(삼작로 301번길 5),032-625-4605,032-625-4619,http://www.bcl.go.kr/,부천시,1092,1004,626,6823,9832,1509,1595,7366,31759,6082,153.0,230.0,30.0,691.0,809.0,293.0,273.0,361.0,3398.0,615.0,3107.0,5242.0,2010.0,12041.0,1086.0,7868.0,5145.0,5136.0,33291.0,4861,3781,5625,3400,16286,7550,7154,17367,7413,46245,7426,1083.0,2778.0,290,31050,41190,17,122247,154328.0
119,2015,공공(일반),경기도,부천시,지자체,직영,2011,부천시립상동도서관,경기 부천시 원미구 상동,상이로 12(상동도서관),032-625-4705,032-625-4559,www.bcl.go.kr,경기도,5634,5054,2148,16468,22622,3147,2366,27721,65419,17646,864.0,1031.0,275.0,2951.0,533.0,2160.0,910.0,802.0,6944.0,1645.0,7781.0,9283.0,2478.0,26568.0,4800.0,19445.0,8195.0,7218.0,62501.0,14814,3537,4906,1806,15740,5168,7645,4150,3437,30361,8478,5486.0,5426.0,295,31050,41190,5,85228,349423.0
120,2015,공공(일반),경기도,부천시,지자체,직영,1994,부천시립원미도서관,경기도 부천시 원미구 원미1동,15(소사로 456),032-625-4723,032-625-4719,http://www.bcl.go.kr/,부천시 원미구,213,273,199,1745,2086,594,235,1483,8782,1218,504.0,716.0,280.0,1698.0,1467.0,1381.0,584.0,700.0,10181.0,970.0,5002.0,7380.0,2545.0,17419.0,7778.0,13142.0,4905.0,7191.0,68078.0,8813,10396,10964,6690,35731,13045,32071,9727,9082,74644,14396,4961.0,4396.0,292,31050,41190,22,216746,177562.0
121,2015,공공(일반),경기도,부천시,지자체,직영,2007,부천시립책마루도서관,경기 부천시 원미구 중동,1192-3(심중로 121),032-625-4645,032-625-4649,http://www.bcl.go.kr/,경기도,2638,1466,1325,10252,14031,2116,1793,27599,44354,12414,1230.0,2010.0,598.0,4890.0,950.0,3590.0,1295.0,1420.0,13783.0,2230.0,1635.0,2858.0,1239.0,6822.0,1082.0,4427.0,2082.0,1877.0,15711.0,3393,3042,4187,2174,13984,6426,6040,3092,3882,35355,7299,595.0,1593.0,292,31050,41190,9,85481,191110.0
122,2015,공공(일반),경기도,부천시,지자체,위탁,2008,해밀도서관,경기 부천시 원미구 중2동,1118번지,"032-612-2950, 1104",032-612-2949,www.hmlib.or.kr,부천,198,215,104,1140,1628,372,187,1519,4332,1177,59.0,151.0,43.0,339.0,247.0,162.0,84.0,153.0,1025.0,201.0,1052.0,1920.0,1016.0,5191.0,3699.0,2254.0,1308.0,3644.0,16234.0,4147,2330,2843,1901,8900,4429,3501,2314,1776,22817,4847,1000.0,3919.0,299,31050,41190,8,55658,53801.0
123,2015,공공(일반),경기도,성남시,지자체,직영,2008,성남시구미도서관,경기 성남시 분당구 구미동,미금일로 105,031-729-4692,031-729-4689,http://gm.snlib.net,성남시 분당구,5011,1495,1102,13714,16071,1126,1831,12963,66733,11091,1907.0,1199.0,395.0,3400.0,4579.0,1392.0,1376.0,2328.0,20644.0,3424.0,15805.0,14092.0,6333.0,46060.0,24940.0,20091.0,15065.0,22892.0,141550.0,31873,11768,9617,6893,37067,12537,13137,8825,7936,61021,16274,5282.7,6824.4,300,31020,41130,8,185075,510482.0
124,2015,공공(일반),경기도,성남시,지자체,직영,2014,성남시무지개도서관,경기도 성남시 분당구 구미로,111,031-729-4772,031-729-4779,gm.snlib.net,성남시,3741,737,347,8327,10344,1401,1028,9427,45224,8086,100.0,50.0,50.0,100.0,100.0,50.0,50.0,100.0,100.0,100.0,783.0,1296.0,411.0,3534.0,731.0,4504.0,1111.0,745.0,10305.0,2839,14470,840,402,3693,1905,1428,959,795,9632,2462,6188.0,7923.0,336,31020,41130,2,36586,115721.0
125,2015,공공(일반),경기도,성남시,지자체,직영,1999,성남시분당도서관,경기도 성남시 분당구 불정로,110,031-729-4651∼4667,031-715-2686,http://bd.snlib.net,성남시 분당구,3733,1684,2270,12579,19240,2058,2132,14271,68081,14126,1909.0,1675.0,508.0,4406.0,6393.0,2255.0,2199.0,2801.0,27984.0,3983.0,19296.0,17667.0,9527.0,58420.0,31255.0,29115.0,21806.0,26352.0,182680.0,44613,17847,15852,12621,71417,19265,32618,19773,16334,98444,23534,4052.0,8525.0,298,31020,41130,17,327705,635018.0
126,2015,공공(일반),경기도,성남시,지자체,직영,2014,성남시운중도서관,경기도 성남시 분당구 판교원로81번길,9 (운중도서관),031-729-4370,031-729-4379,http://uj.snlib.net/,성남시,1704,594,391,4750,5913,668,566,4908,23363,3553,371.0,202.0,66.0,442.0,660.0,277.0,191.0,248.0,3534.0,938.0,3001.0,2943.0,1000.0,10082.0,6668.0,4977.0,2753.0,6275.0,34970.0,7497,3092,2630,968,7914,3908,3274,2257,1806,19843,4002,28137.7,1930.47,299,31020,41130,2,49694,133505.0
127,2015,공공(일반),경기도,성남시,지자체,직영,2001,성남시중앙도서관,경기도 성남시 분당구 야탑동,610번지,031-729-4500,031-729-4629,http://ct.snlib.net,분당구,3374,1583,1296,10858,13307,1351,1887,7947,46728,9731,1682.0,1482.0,658.0,4662.0,4933.0,2189.0,1760.0,1823.0,25966.0,5102.0,18415.0,20986.0,9616.0,65912.0,24892.0,33611.0,24556.0,20451.0,176719.0,39734,20274,16371,11347,67803,20408,28067,18917,16692,110104,26370,58586.0,13018.0,298,31020,41130,15,336353,583211.0
129,2015,공공(일반),경기도,성남시,지자체,직영,2010,판교도서관,경기 성남시 분당구 판교동,553번지,031-729-4900,031-429-4579,http://pg.snlib.net,성남시 분당구,4708,1965,1564,14703,17990,1651,1662,12091,70558,9985,1697.0,1186.0,343.0,4486.0,4425.0,1954.0,1381.0,1966.0,19936.0,3314.0,14651.0,13280.0,6638.0,52967.0,25996.0,25801.0,16034.0,22726.0,136026.0,31707,9596,8077,5873,32249,10476,12352,8426,6930,49949,13129,946887.3,10271.0,336,31020,41130,6,157057,523391.0
130,2015,공공(일반),경기도,성남시,교육청,직영,1983,경기도립성남도서관,경기도 성남시 수정구 공원로370번길,26 (경기도립성남도서관),031-730-3500,031-734-4395,http://www.snlib.or.kr,성남시,6201,8996,5187,23560,29683,10204,13698,12782,130369,22634,420.0,679.0,142.0,1673.0,539.0,1173.0,1608.0,604.0,6453.0,625.0,4761.0,6947.0,2551.0,17054.0,7287.0,9889.0,12066.0,7015.0,57533.0,10865,14254,14160,9569,47832,19711,20311,12806,13724,117235,25845,6633.0,3897.0,299,31020,41130,33,295447,413198.0
131,2015,공공(일반),경기도,성남시,지자체,위탁,2014,논골도서관,경기도 성남시 수정구 논골로23번길,2,031-732-9581,031-732-9582,,경기도 성남시 수정구 단대동,140,72,230,471,418,96,53,61,1862,493,11.0,11.0,17.0,70.0,68.0,32.0,20.0,3.0,499.0,93.0,232.0,442.0,263.0,1486.0,552.0,703.0,201.0,182.0,4354.0,911,298,318,231,1888,841,509,239,136,3038,779,189.8,285.9,298,31020,41130,2,8277,14046.0
132,2015,공공(일반),경기도,성남시,지자체,위탁,2000,성남시수정도서관,경기도 성남시 수정구 수정로,332번길 32(산성동 2224번지),031-743-9600,031-745-9922,http://sj.snlib.net,경기도 성남시 수정구,2022,790,429,7607,6033,904,1434,2550,23391,5951,531.0,548.0,145.0,1428.0,1105.0,639.0,556.0,407.0,6110.0,1545.0,14504.0,14153.0,6634.0,50359.0,17448.0,16270.0,13631.0,9709.0,98380.0,23912,15402,14671,12662,60413,21737,21268,15562,13870,99721,27444,6188.0,6848.0,336,31020,41130,16,302750,329125.0
133,2015,공공(일반),경기도,성남시,지자체,위탁,2000,성남시중원도서관,경기도 성남시 중원구 원터로17번길,46 (성남시중원도서관),031-752-3913,031-752-1616,http://jw.snlib.net,경기도 성남시 중원구,5391,4332,2022,15885,6547,5487,4140,5295,39760,7509,2010.0,1615.0,754.0,5923.0,2441.0,2046.0,1543.0,1974.0,14823.0,2799.0,22051.0,17719.0,8269.0,64969.0,26776.0,22444.0,16932.0,21657.0,162620.0,30713,16789,15114,12303,59900,19208,23603,16887,15557,103214,25006,8264.0,13164.0,300,31020,41130,16,307581,526446.0
135,2015,공공(일반),경기도,수원시,교육청,직영,2008,경기평생교육학습관,경기도 수원시 권선구 권중로,55 경기평생교육학습관,031-259-1086~8,031-259-1039,http://www.gglec.go.kr/,수원시 권선구,3674,2771,905,10063,14244,1657,1736,4957,52917,12530,1490.0,2266.0,760.0,6174.0,1251.0,3344.0,1353.0,1567.0,12907.0,2421.0,5962.0,9062.0,3042.0,24694.0,5002.0,13375.0,5411.0,6269.0,51627.0,9686,44103,30880,23111,135251,38617,67911,30956,24827,210570,53262,4958.7,14900.13,298,31010,41110,8,659488,273117.0
136,2015,공공(일반),경기도,수원시,지자체,직영,2006,서수원지식정보도서관,경기도 수원시 권선구,탑동로57번길 35,031-228-4746,031-228-3758,http://seo.suwonlib.go.kr,권선구,1355,688,620,4096,5171,1233,807,1459,16083,3865,588.0,930.0,252.0,2290.0,1995.0,1523.0,946.0,750.0,9692.0,1740.0,5160.0,6729.0,3078.0,20036.0,8573.0,11469.0,5330.0,5293.0,51566.0,12979,11096,9710,6444,35265,13348,14747,13915,8299,62060,17563,2634.0,4587.0,326,31010,41110,10,192447,186296.0
137,2015,공공(일반),경기도,수원시,지자체,직영,2014,수원시버드내도서관,경기도 수원시 권선구 세권로102번길,20(세류동),031-228-4761,031-228-3931,http://bdn.suwonlib.go.kr,경기도 수원시,1548,674,827,3627,5627,1694,1058,1368,11082,2171,234.0,359.0,72.0,620.0,635.0,611.0,202.0,468.0,2595.0,426.0,6958.0,6636.0,2360.0,13388.0,7152.0,12185.0,3581.0,4222.0,33454.0,7246,2617,2801,1337,7434,2753,4207,2140,1704,15264,4664,5653.0,4000.0,300,31010,41110,2,44921,133080.0
138,2015,공공(일반),경기도,수원시,지자체,직영,2014,수원한림도서관,경기도 수원시 권선구 동수원로 25번길 32-52,"(권선동, 한림도서관)",031-228-4855,031-228-3759,http://hl.suwonlib.go.kr,수원시 권선구,11621,780,1224,5024,6640,1551,792,2188,17376,2633,205.0,286.0,74.0,798.0,601.0,467.0,203.0,216.0,2970.0,653.0,3656.0,3493.0,1954.0,14075.0,8517.0,9060.0,2823.0,4686.0,36685.0,9877,2092,2347,1215,7982,2799,3348,2202,1514,15294,4035,7156.0,2508.0,300,31010,41110,2,42828,151128.0
140,2015,공공(일반),경기도,수원시,지자체,직영,2014,호매실도서관,경기도 수원시 권선구 칠보로,169(호매실동) 호매실도서관,031-228-4658,031-228-3785,http://hms.suwonlib.go.kr,수원시 권선구,3410,1218,1938,7536,8854,2961,1956,4973,30428,3267,478.0,569.0,179.0,1827.0,1537.0,1162.0,760.0,843.0,5803.0,865.0,8332.0,6537.0,4459.0,26841.0,15427.0,16689.0,6216.0,11090.0,66597.0,11340,3851,4112,2240,13374,4605,6288,3753,2840,23505,5509,8637.0,4930.45,300,31010,41110,2,70077,254092.0
141,2015,공공(일반),경기도,수원시,지자체,위탁,2006,희망샘도서관,경기도 수원시 권선구 고색동,905-19 서수원주민편익시설 3층,031-291-6942~3,031-291-6944,http://swhope.suwonlib.go.kr,수원시 권선구,94,86,15,692,646,235,151,282,5260,422,50.0,159.0,13.0,319.0,203.0,102.0,84.0,62.0,1378.0,192.0,456.0,665.0,173.0,2953.0,1307.0,1139.0,533.0,685.0,12530.0,1607,1544,1358,529,4953,3198,1728,1325,496,15945,2493,1848.23,417.0,319,31010,41110,10,33569,32493.0
143,2015,공공(일반),경기도,수원시,지자체,직영,2014,광교홍재도서관,경기도 수원시 영통구 대학로,88(이의동),031-228-4812,031-228-3786,http://gh.suwonlib.go.kr,수원시 영통구,4720,1937,2278,10367,11229,2909,2940,7347,39992,5666,645.0,518.0,192.0,1751.0,1452.0,1147.0,690.0,719.0,7317.0,978.0,10239.0,7026.0,4225.0,27192.0,16587.0,14120.0,8523.0,12856.0,71919.0,14693,3041,3166,1928,10216,4028,5185,5078,2578,18054,4932,3057.0,9824.73,298,31010,41110,2,58206,292174.0
145,2015,공공(일반),경기도,수원시,지자체,위탁,2006,사랑샘도서관,경기도 수원시 영통구 이의동,1088번지 수원시장애인종합복지관,031-548-5660,031-207-1504,http://swlove.suwonlib.go.kr,수원시,29,40,2,120,264,85,60,22,630,144,6.0,17.0,23.0,56.0,76.0,14.0,17.0,12.0,294.0,135.0,132.0,188.0,117.0,558.0,693.0,299.0,264.0,187.0,2426.0,382,757,1074,757,3749,1951,1507,983,528,10865,1713,7929.0,542.0,241,31010,41110,10,23884,7292.0
146,2015,공공(일반),경기도,수원시,지자체,직영,1999,수원시영통도서관,경기도 수원시 영통구 청명로,151 (영통도서관),031-228-4758,031-228-3756,http://yt.suwonlib.go.kr,경기도 수원시 영통구,2792,2298,1454,12283,15877,3772,2082,6234,54026,9885,993.0,2022.0,562.0,5301.0,4864.0,2929.0,2216.0,1720.0,18614.0,3510.0,8970.0,11777.0,5293.0,40798.0,22158.0,24496.0,10014.0,15335.0,106084.0,23526,11984,13048,8956,46581,17789,20976,14582,12763,82171,23000,9572.0,4136.0,326,31010,41110,17,251850,421885.0
147,2015,공공(일반),경기도,수원시,지자체,직영,2011,태장마루도서관,경기 수원시 영통구,태장로 46 (망포동),031-228-4828,031-228-3757,http://tm.suwonlib.go.kr,수원시 영통구,2950,2259,1531,10418,12181,3143,1773,5358,39945,8575,961.0,424.0,4724.0,3530.0,2800.0,2082.0,1425.0,958.0,13951.0,2321.0,7163.0,3469.0,3469.0,27458.0,24020.0,13245.0,5538.0,9325.0,74666.0,15744,4440,6326,2646,16353,5658,7044,4304,3808,31857,7867,4676.0,3969.0,327,31010,41110,5,90303,305406.0
148,2015,공공(일반),경기도,수원시,교육청,직영,1970,경기도립중앙도서관,경기도 수원시 장안구 조원로,18(조원동 495),031-240-4032,031-242-3062,http://www.gglib.or.kr,경기도,1303,681,719,8041,6190,958,756,3576,21562,4964,329.0,525.0,119.0,1557.0,890.0,1036.0,567.0,655.0,6290.0,943.0,11953.0,4689.0,1906.0,14988.0,5048.0,6548.0,2876.0,3889.0,38749.0,7041,8856,10960,5836,33993,15938,17035,11174,12754,70715,18283,2216.0,2360.0,299,31010,41110,46,205544,159348.0
149,2015,공공(일반),경기도,수원시,지자체,직영,2014,대추골도서관,경기도 수원시 장안구 수일로,164 조원동 대추골도서관,031-228-4816,,,수원시 장안구,2965,1335,1499,6293,6598,1954,1185,1472,29158,5191,601.0,724.0,141.0,2401.0,1466.0,1223.0,625.0,584.0,6687.0,1396.0,4982.0,5652.0,2772.0,17553.0,8270.0,9375.0,4116.0,4596.0,49477.0,11068,3444,3490,1886,11828,4272,4732,3055,2370,22049,4709,3460.0,2692.0,300,31010,41110,2,61835,191359.0
150,2015,공공(일반),경기도,수원시,지자체,직영,2006,북수원지식정보도서관,경기 수원시 장안구 정자동,만석로 65,031-228-4776,031-228-3761,http://buk.suwonlib.go.kr,수원시 장안구,2607,2479,1382,13342,14349,3421,3131,6072,48632,10779,1294.0,2117.0,477.0,5719.0,4406.0,3326.0,2838.0,1699.0,20953.0,3541.0,10745.0,14210.0,42943.0,17098.0,22911.0,13813.0,14513.0,109621.0,23607.0,275075,9014,9853,6265,36580,12853,15400,13511,8694,60034,17150,4530.0,4480.0,324,31010,41110,10,189354,697100.0
152,2015,공공(일반),경기도,수원시,지자체,직영,2015,일월도서관,경기도 수원시 장안구 일월천로,77  일월도서관,031-228-3655,031-228-3753,http://iw.suwonlib.go.kr/,수원시 장안구,3269,1667,1951,10324,10850,2157,1633,2875,39199,5988,338.0,500.0,181.0,1462.0,1169.0,1135.0,612.0,371.0,5035.0,836.0,1600.0,3079.0,1101.0,6958.0,1144.0,9139.0,2835.0,2016.0,16839.0,3938,1930,2448,1341,8050,3558,4807,2692,1671,17828,3763,7961.0,3905.0,175,31010,41110,1,48088,140201.0
154,2015,공공(일반),경기도,수원시,지자체,직영,1995,수원시선경도서관,경기도 수원시 팔달구 신풍로23번길,68 (선경도서관),031-228-4721,031-228-3746,http://sk.suwonlib.go.kr,경기도 수원시 팔달구,660,718,521,3880,4433,1349,1011,1447,13424,3116,367.0,926.0,192.0,2159.0,1531.0,1236.0,881.0,611.0,6361.0,1397.0,5686.0,8419.0,4623.0,22155.0,7452.0,12505.0,7647.0,6524.0,48491.0,13404,20788,20187,13917,91426,22518,40509,22278,15809,116969,38232,11830.0,8312.0,326,31010,41110,21,402633,183126.0
155,2015,공공(일반),경기도,수원시,지자체,직영,1980,수원시중앙도서관,경기도 수원시 팔달구 교동,산3-3,031-228-4783,031-228-3745,http://ct.suwonlib.go.kr,수원시 팔달구,446,426,319,1699,1902,752,499,410,4337,1392,204.0,394.0,123.0,999.0,609.0,530.0,341.0,287.0,2751.0,595.0,5901.0,9156.0,4334.0,23217.0,8580.0,12776.0,5924.0,5921.0,45028.0,11755,15126,11638,8411,52092,14873,22773,16239,11345,66393,22494,3438.0,1369.0,324,31010,41110,36,241384,151607.0
